"ID","ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历,城市"
"4087","4087,女,电子信息,本科,创业,互联网,9000.0,上海,4.5053027780372705,是,"
"4088","4088,男,环境工程,博士,自由职业,政府机关,未知,西安,3,否,"
"4089","4089,女,法学,本科,考研,互联网,6500.0,青岛,2,否,"
"4090","4090,男,市场营销,硕士,创业,制造业,12000.0,深圳,1,否,"
"4091","4091,男,,本科,考研,文化传媒,-7656,西安,5,否,"
"4092","4092, 女,金融学,,考研,互联网,33994.173774821495,武汉,4,是,"
"4093","4093,男,机械工程,本科,,制造业,-7626,上海,4,否,"
"4094","4094,男,,,就业,文化传媒,13500.0,上海,5,是,"
"4095","4095,女,汉语言文学,博士,就业,政府机关,7500.0,西安,2,否,"
"4096","4096,其他1,汉语言文学,本科,自由职业,建筑,5500.0,北京,2.206204982623765,否,"
"4097","4097,男,环境工程,本科,创业,教育,5000.0,青岛,5,否,"
"4098","4098,男,电子信息,博士,出国,银行,,广州,4.369641249677166,是,上海 "
"4099","4099,男,机械工程,硕士,创业,医疗,13500.0,南京,4,否,"
"4100","4100,男,环境工程,博士,自由职业,医疗,43901.47299130477,杭州,3,是,"
"4101","4101,男,,博士,,政府机关,未知,北京,4,否,"
"4102","4102,男,土木工程,本科,就业,建筑,12000.0,深圳,3,是,"
"4103","4103,男,计算机,,,文化传媒,,杭州,4,是,"
"4104","4104,男,电子信息,硕士,出国,制造业,未知,广州,3,否,"
"4105","4105,女,计算机,硕士,出国,银行,15000.0,青岛,1,否,上海 "
"4106","4106,男,金融学,硕士,自由职业,文化传媒,13000.0,青岛,4,否,"
"4107","4107,女,市场营销,博士,出国,建筑,,青岛,差,否,"
"4108","4108,女,,博士,出国,医疗,8000.0,深圳,1,否,上海 "
"4109","4109,男,,博士,创业,制造业,13507.406019377853,武汉,3,是,"
"4110","4110,男,计算机,硕士,就业,医疗,,广州,2,否,"
"4111","4111,女,电子信息,硕士,考研,建筑,7500.0,青岛,3,否,"
"4112","4112,男,,博士,出国,建筑,11000.0,南京,4,是,"
"4113","4113,男,环境工程,博士,出国,教育,,深圳,4.412511631671696,否,"
"4114","4114,其他1,,本科,,建筑,7000.0,武汉,5,是,"
"4115","4115,男,环境工程,博士,公务员,银行,,上海,2,否,"
"4116","4116,女,法学,,考研,文化传媒,7500.0,广州,1,否,"
"4117","4117, 女,,本科,就业,政府机关,14000.0,上海,2,否,"
"4118","4118,女,,本科,创业,互联网,9000.0,武汉,2,否,"
"4119","4119,男,金融学,硕士,,互联网,6000.0,南京,3.7732965986632845,是,"
"4120","4120,男,,本科,自由职业,互联网,5000.0,南京,3,否,"
"4121","4121,女,市场营销,博士,,医疗,3849270,上海,1,是,上海 "
"4122","4122,男,环境工程,本科,就业,教育,9500.0,西安,2,否,"
"4123","4123,女,,,出国,建筑,13000.0,深圳,2,否,"
"4124","4124,女,临床医学,博士,创业,银行,4500.0,南京,5,是,"
"4125","4125,男,市场营销,硕士,创业,医疗,12500.0,北京,4,是,"
"4126","4126,男,,本科,就业,银行,9000.0,杭州,4,是,"
"4127","4127,男,法学,本科,考研,互联网,6500.0,西安,1,否,"
"4128","4128,女,土木工程,本科,自由职业,教育,4500.0,上海,4,否,"
"4129","4129,女,,本科,出国,制造业,11000.0,青岛,4,否,"
"4130","4130,女,市场营销,本科,出国,医疗,34732.311619510874,广州,2,否,"
"4131","4131,女,临床医学,硕士,自由职业,互联网,5000.0,西安,1,否,"
"4132","4132,男,汉语言文学,本科,,银行,15000.0,广州,2,是,"
"4133","4133,其他1,金融学,博士,,制造业,11500.0,西安,2,否,"
"4134","4134,男,机械工程,博士,公务员,教育,6500.0,武汉,2,是,上海 "
"4135","4135,男,机械工程,硕士,出国,银行,未知,杭州,5,否,"
"4136","4136,女,计算机,博士,自由职业,政府机关,9000.0,上海,2,是,"
"4137","4137,女,环境工程,博士,创业,文化传媒,9500.0,深圳,2.155635793697715,是,"
"4138","4138,男,法学,本科,创业,建筑,4500.0,深圳,2,是,"
"4139","4139,女,临床医学,本科,,文化传媒,-4277,南京,1,是,"
"4140","4140,男,环境工程,本科,考研,银行,14500.0,南京,5,是,"
"4141","4141,女,机械工程,本科,就业,制造业,4000.0,西安,5,是,"
"4142","4142,男,环境工程,本科,考研,医疗,40414.359749300784,武汉,1,否,"
"4143","4143,女,机械工程,博士,考研,政府机关,4500.0,北京,5,否,"
"4144","4144,男,电子信息,,,教育,11000.0,武汉,4,否,"
"4145","4145,男,金融学,博士,就业,建筑,6000.0,上海,5,是,"
"4146","4146, 女,环境工程,硕士,公务员,医疗,4000.0,武汉,2,否,"
"4147","4147,女,汉语言文学,,公务员,建筑,5500.0,青岛,4,是,"
"4148","4148,女,机械工程,博士,出国,制造业,6500.0,武汉,3,是,"
"4149","4149,男,机械工程,博士,考研,建筑,4658725,成都,4,否,"
"4150","4150,男,土木工程,博士,自由职业,文化传媒,4000.0,武汉,5,否,上海 "
"4151","4151,女,,博士,就业,教育,9500.0,杭州,4,否,"
"4152","4152,女,,博士,出国,医疗,13000.0,成都,差,否,"
"4153","4153,男,临床医学,,公务员,文化传媒,5000.0,西安,差,否,上海 "
"4154","4154,男,市场营销,博士,自由职业,教育,13000.0,杭州,1,是,"
"4155","4155,女,电子信息,本科,创业,互联网,4000.0,成都,1,是,上海 "
"4156","4156,男,环境工程,,考研,教育,9000.0,青岛,2,是,"
"4157","4157,女,临床医学,硕士,创业,互联网,,北京,差,否,"
"4158","4158,女,法学,硕士,公务员,制造业,8000.0,西安,4,是,"
"4159","4159, 女,,博士,考研,文化传媒,5500.0,武汉,4,否,"
"4160","4160,男,电子信息,博士,就业,互联网,13000.0,南京,1,是,"
"4161","4161,男,法学,硕士,考研,互联网,15000.0,杭州,2,否,"
"4162","4162,女,汉语言文学,,就业,文化传媒,-4000,北京,3,否,"
"4163","4163,男,,本科,出国,医疗,,上海,2,否,"
"4164","4164,女,计算机,博士,自由职业,制造业,4000.0,北京,2.1676072254613548,否,"
"4165","4165,男,环境工程,博士,公务员,银行,30663.98480694442,成都,4,否,"
"4166","4166,女,土木工程,博士,自由职业,银行,3581072,广州,3.8294717275129937,否,"
"4167","4167,男,,本科,出国,文化传媒,-4769,成都,3,是,"
"4168","4168,女,汉语言文学,博士,公务员,医疗,12000.0,南京,4,否,"
"4169","4169,女,汉语言文学,博士,,银行,45633.04996004595,成都,1,是,"
"4170","4170,女,金融学,,出国,政府机关,12000.0,北京,4,否,"
"4171","4171,男,,硕士,自由职业,制造业,3910334,上海,2,是,"
"4172","4172,女,市场营销,,考研,教育,10000.0,北京,2,否,"
"4173","4173,女,机械工程,硕士,出国,互联网,6500.0,广州,3,是,"
"4174","4174,男,法学,,,文化传媒,4082651,深圳,2,否,"
"4175","4175,女,土木工程,硕士,创业,文化传媒,11500.0,成都,3,否,"
"4176","4176,男,汉语言文学,博士,出国,教育,7000.0,上海,3,是,"
"4177","4177,男,临床医学,本科,公务员,互联网,5500.0,广州,3,是,"
"4178","4178,女,市场营销,博士,考研,制造业,2832431,上海,5,是,"
"4179","4179,男,计算机,本科,创业,互联网,,青岛,2.312969936247277,否,"
"4180","4180,女,环境工程,硕士,创业,文化传媒,,武汉,3,是,上海 "
"4181","4181,女,电子信息,硕士,自由职业,建筑,未知,武汉,3.2879931594044915,否,"
"4182","4182,女,土木工程,硕士,考研,政府机关,4000.0,南京,2,否,上海 "
"4183","4183,女,环境工程,博士,公务员,医疗,9500.0,杭州,3,否,"
"4184","4184,女,市场营销,本科,考研,政府机关,14500.0,武汉,3,是,"
"4185","4185,女,土木工程,本科,出国,政府机关,,青岛,4,是,"
"4186","4186,男,,博士,考研,医疗,9500.0,杭州,2,是,"
"4187","4187,男,电子信息,硕士,考研,教育,未知,上海,4,是,"
"4188","4188,女,市场营销,博士,公务员,政府机关,10500.0,西安,2,是,"
"4189","4189,女,,博士,创业,银行,14500.0,广州,3,是,"
"4190","4190, 女,临床医学,博士,就业,建筑,8500.0,北京,4,否,"
"4191","4191,女,临床医学,硕士,自由职业,制造业,13500.0,西安,1,是,"
"4192","4192,女,,博士,出国,政府机关,14000.0,青岛,3,否,"
"4193","4193,女,电子信息,本科,考研,互联网,5500.0,广州,4,否,上海 "
"4194","4194,女,,本科,公务员,文化传媒,6500.0,武汉,5,是,"
"4195","4195,女,电子信息,博士,考研,制造业,1008182,武汉,5,是,"
"4196","4196,女,法学,本科,,政府机关,13500.0,成都,3.567499229259589,是,"
"4197","4197,女,市场营销,本科,自由职业,互联网,7500.0,上海,4,是,"
"4198","4198, 女,金融学,本科,自由职业,互联网,13500.0,广州,差,否,"
"4199","4199,男,电子信息,本科,出国,建筑,15000.0,杭州,3,是,"
"4200","4200,男,机械工程,博士,考研,医疗,7500.0,广州,4,是,"
"4201","4201,女,金融学,本科,就业,建筑,11000.0,广州,4,否,"
"4202","4202,女,电子信息,硕士,就业,政府机关,14500.0,上海,1.7053429313894604,否,"
"4203","4203,女,汉语言文学,硕士,就业,医疗,7500.0,西安,1,否,"
"4204","4204,女,电子信息,本科,考研,银行,6000.0,西安,3,否,"
"4205","4205,男,计算机,硕士,公务员,银行,,深圳,1,是,"
"4206","4206,女,电子信息,本科,出国,文化传媒,43350.67889179406,北京,1,是,"
"4207","4207,男,市场营销,本科,考研,建筑,15000.0,西安,3,否,"
"4208","4208,女,法学,博士,自由职业,教育,10500.0,深圳,3,否,"
"4209","4209,女,,本科,出国,制造业,46963.65065400799,深圳,2,否,上海 "
"4210","4210,女,金融学,硕士,出国,制造业,,武汉,2.412843212855072,是,上海 "
"4211","4211,女,法学,硕士,自由职业,制造业,13000.0,杭州,4,否,"
"4212","4212,女,,硕士,出国,教育,7000.0,南京,1,是,"
"4213","4213,男,计算机,博士,自由职业,制造业,,北京,5,是,上海 "
"4214","4214,女,汉语言文学,,考研,政府机关,9000.0,深圳,1,否,"
"4215","4215,女,,硕士,创业,建筑,5000.0,杭州,2,是,"
"4216","4216,女,金融学,本科,自由职业,互联网,7000.0,杭州,3,否,"
"4217","4217,男,市场营销,博士,考研,文化传媒,,杭州,2.029296091739181,否,"
"4218","4218,男,电子信息,硕士,出国,文化传媒,8500.0,广州,3,否,"
"4219","4219,女,市场营销,本科,考研,文化传媒,11500.0,青岛,2,是,"
"4220","4220,女,市场营销,本科,公务员,文化传媒,13500.0,广州,3,是,"
"4221","4221,女,市场营销,硕士,就业,制造业,9000.0,北京,差,是,"
"4222","4222,女,金融学,,公务员,文化传媒,14000.0,武汉,5,是,"
"4223","4223,女,法学,博士,考研,政府机关,4500.0,武汉,4,是,"
"4224","4224,女,市场营销,博士,,教育,14000.0,南京,1,否,"
"4225","4225,女,市场营销,,创业,银行,11000.0,广州,差,是,"
"4226","4226,女,临床医学,硕士,自由职业,制造业,33419.13497191698,西安,4,是,"
"4227","4227,其他1,法学,博士,自由职业,文化传媒,12500.0,武汉,1,否,"
"4228","4228,其他1,计算机,本科,创业,建筑,,南京,5,否,"
"4229","4229,男,法学,本科,创业,政府机关,7000.0,杭州,3,是,"
"4230","4230,男,市场营销,博士,考研,建筑,-1874,北京,3,否,"
"4231","4231,女,环境工程,,出国,医疗,-4357,广州,2.116219078607224,否,"
"4232","4232,女,,硕士,考研,建筑,14000.0,南京,2,否,"
"4233","4233,女,环境工程,本科,创业,教育,15000.0,南京,2,否,"
"4234","4234,男,临床医学,博士,创业,银行,9000.0,武汉,2,否,"
"4235","4235,女,机械工程,,创业,文化传媒,,北京,1,否,"
"4236","4236,女,,本科,出国,教育,未知,武汉,5,是,"
"4237","4237,女,市场营销,博士,自由职业,建筑,6000.0,成都,4,是,"
"4238","4238,女,,博士,出国,文化传媒,14000.0,广州,2,是,"
"4239","4239,男,汉语言文学,,自由职业,文化传媒,未知,广州,4,是,"
"4240","4240,其他1,,本科,自由职业,医疗,8500.0,北京,1,是,"
"4241","4241,女,环境工程,博士,出国,互联网,,广州,3,否,"
"4242","4242,女,市场营销,本科,考研,文化传媒,1843665,深圳,2,否,"
"4243","4243,女,电子信息,硕士,公务员,银行,13000.0,杭州,2,否,"
"4244","4244,女,环境工程,硕士,出国,互联网,未知,成都,4,是,"
"4245","4245,女,汉语言文学,本科,自由职业,互联网,8500.0,杭州,4,否,"
"4246","4246,女,,本科,出国,教育,-9894,成都,2,否,"
"4247","4247,女,计算机,本科,公务员,医疗,-1141,上海,3,否,"
"4248","4248,男,环境工程,硕士,考研,教育,15000.0,西安,5,是,"
"4249","4249, 女,市场营销,本科,就业,医疗,5000.0,西安,2,否,"
"4250","4250,女,市场营销,博士,就业,银行,2611663,成都,3.0542219054324535,否,"
"4251","4251,女,,硕士,自由职业,文化传媒,15000.0,成都,4,是,"
"4252","4252,女,市场营销,本科,自由职业,制造业,9500.0,杭州,5,是,上海 "
"4253","4253,女,市场营销,硕士,,互联网,11500.0,上海,5,是,"
"4254","4254,男,临床医学,本科,就业,文化传媒,5500.0,深圳,2.045554010301528,是,"
"4255","4255,其他1,土木工程,本科,就业,互联网,13000.0,上海,1.4162171528215755,否,"
"4256","4256,男,机械工程,硕士,就业,医疗,,南京,4,是,"
"4257","4257, 女,,硕士,创业,教育,14500.0,北京,5,是,上海 "
"4258","4258,女,电子信息,硕士,自由职业,银行,5000.0,广州,4,否,"
"4259","4259,女,,博士,创业,制造业,5000.0,杭州,5,是,"
"4260","4260,女,电子信息,博士,考研,制造业,4000.0,武汉,5,否,"
"4261","4261,男,市场营销,硕士,创业,建筑,8000.0,广州,4.062711566036016,否,"
"4262","4262,其他1,计算机,硕士,创业,医疗,11000.0,南京,3.4177487611852273,否,"
"4263","4263,男,市场营销,硕士,出国,建筑,8500.0,成都,4,否,"
"4264","4264,男,土木工程,硕士,出国,互联网,15000.0,南京,1,是,"
"4265","4265,其他1,汉语言文学,博士,公务员,银行,-7816,南京,2,否,上海 "
"4266","4266,男,计算机,,自由职业,医疗,-1223,上海,2,否,"
"4267","4267,女,,硕士,考研,银行,13500.0,北京,5,是,"
"4268","4268,男,电子信息,硕士,考研,制造业,14000.0,南京,1,否,"
"4269","4269,女,,硕士,自由职业,制造业,3020074,杭州,3,是,"
"4270","4270,男,机械工程,博士,创业,互联网,11500.0,上海,5,是,"
"4271","4271,女,,博士,创业,建筑,14500.0,广州,2,是,"
"4272","4272,女,,博士,自由职业,医疗,10000.0,杭州,5,否,"
"4273","4273,女,临床医学,,就业,文化传媒,4500.0,南京,5,是,"
"4274","4274,男,法学,本科,,制造业,14000.0,青岛,4,是,"
"4275","4275,男,金融学,硕士,自由职业,银行,5000.0,广州,2,否,上海 "
"4276","4276,其他1,土木工程,,,银行,8000.0,上海,1.3498237448759027,否,"
"4277","4277,女,,,自由职业,银行,13000.0,北京,3,是,"
"4278","4278,男,金融学,博士,就业,互联网,7000.0,上海,2,否,"
"4279","4279,男,汉语言文学,,,教育,未知,深圳,4,是,"
"4280","4280,男,汉语言文学,博士,考研,文化传媒,9500.0,青岛,2,是,"
"4281","4281,女,金融学,博士,出国,制造业,9500.0,深圳,3,是,"
"4282","4282,男,环境工程,博士,,建筑,11500.0,深圳,2,否,"
"4283","4283,男,机械工程,博士,公务员,银行,7000.0,成都,1,否,"
"4284","4284,男,金融学,,出国,教育,5000.0,上海,5,是,"
"4285","4285,女,临床医学,本科,就业,文化传媒,11000.0,南京,2,否,"
"4286","4286,男,电子信息,本科,创业,建筑,5500.0,成都,2,否,"
"4287","4287,男,机械工程,博士,,文化传媒,14500.0,广州,4,是,"
"4288","4288,女,,博士,自由职业,医疗,,成都,4,否,"
"4289","4289,女,计算机,博士,自由职业,互联网,1255949,杭州,4.5057827825144825,否,"
"4290","4290,女,,硕士,创业,教育,,广州,4,是,"
"4291","4291,男,汉语言文学,硕士,考研,政府机关,14500.0,杭州,1,是,"
"4292","4292,男,土木工程,硕士,公务员,政府机关,2175194,深圳,2,是,"
"4293","4293,男,汉语言文学,博士,考研,教育,4500.0,成都,5,是,"
"4294","4294,男,计算机,本科,自由职业,医疗,10500.0,广州,5,是,"
"4295","4295,女,电子信息,本科,自由职业,制造业,14000.0,青岛,2.9956286600554582,否,"
"4296","4296,女,,本科,考研,互联网,46469.39505042091,成都,4,是,"
"4297","4297,男,计算机,,创业,制造业,7500.0,广州,2,否,"
"4298","4298,女,,博士,自由职业,教育,10000.0,武汉,5,是,"
"4299","4299,男,土木工程,硕士,出国,教育,7000.0,青岛,2,是,"
"4300","4300,男,,博士,自由职业,医疗,22873.829846070585,北京,2,否,"
"4301","4301,男,机械工程,,创业,教育,9500.0,南京,3,否,"
"4302","4302, 女,,本科,就业,银行,12000.0,深圳,2,否,"
"4303","4303,女,市场营销,硕士,自由职业,建筑,未知,杭州,3,否,"
"4304","4304,女,临床医学,硕士,自由职业,制造业,24289.01525627409,广州,1,否,"
"4305","4305,男,机械工程,博士,自由职业,银行,13500.0,上海,4,是,"
"4306","4306,男,机械工程,本科,自由职业,医疗,13500.0,上海,3,否,"
"4307","4307,女,电子信息,硕士,就业,建筑,,成都,4,否,"
"4308","4308,男,土木工程,博士,自由职业,互联网,5000.0,西安,4,是,"
"4309","4309,女,,博士,考研,制造业,15000.0,上海,1,否,"
"4310","4310,女,法学,博士,自由职业,教育,-8798,青岛,1,是,"
"4311","4311,女,,博士,创业,互联网,13000.0,西安,2,是,"
"4312","4312,男,汉语言文学,博士,考研,医疗,28734.600323357652,青岛,2,是,"
"4313","4313,女,汉语言文学,本科,自由职业,政府机关,-8699,武汉,4,否,"
"4314","4314,男,计算机,硕士,考研,教育,,成都,2,是,"
"4315","4315,女,土木工程,硕士,就业,银行,5500.0,上海,1,否,"
"4316","4316,女,环境工程,硕士,,建筑,11500.0,杭州,3,否,"
"4317","4317,男,临床医学,本科,出国,制造业,7500.0,杭州,5,是,"
"4318","4318,女,土木工程,,出国,政府机关,10500.0,西安,4,否,"
"4319","4319,男,土木工程,本科,出国,银行,6500.0,广州,4,否,上海 "
"4320","4320,女,金融学,本科,就业,文化传媒,未知,上海,1,否,"
"4321","4321,其他1,环境工程,博士,自由职业,政府机关,6000.0,上海,2.029508342468836,是,"
"4322","4322,男,,硕士,公务员,医疗,10500.0,上海,3,是,上海 "
"4323","4323,男,临床医学,博士,就业,制造业,10500.0,西安,3,否,"
"4324","4324,男,法学,硕士,公务员,建筑,10000.0,广州,3,是,"
"4325","4325,女,金融学,博士,创业,教育,5000.0,青岛,4.666717795042974,是,"
"4326","4326,女,机械工程,博士,创业,互联网,14000.0,深圳,1,是,"
"4327","4327,男,市场营销,本科,自由职业,文化传媒,8500.0,上海,5,否,上海 "
"4328","4328,其他1,法学,本科,公务员,医疗,6000.0,武汉,3,是,"
"4329","4329,男,,博士,就业,医疗,10000.0,广州,2,否,"
"4330","4330,女,电子信息,博士,公务员,政府机关,5000.0,北京,4,是,"
"4331","4331,男,土木工程,博士,就业,互联网,,西安,2,否,"
"4332","4332,男,法学,博士,考研,银行,10000.0,武汉,4,是,"
"4333","4333,其他1,土木工程,博士,公务员,互联网,12000.0,杭州,5,是,"
"4334","4334,男,法学,硕士,考研,银行,8500.0,深圳,1,是,"
"4335","4335,女,土木工程,博士,考研,政府机关,,北京,2,是,"
"4336","4336,男,金融学,硕士,,医疗,未知,广州,差,否,上海 "
"4337","4337,女,环境工程,博士,就业,建筑,16552.648545866454,南京,1,否,"
"4338","4338,男,市场营销,硕士,考研,教育,5000.0,深圳,5,否,"
"4339","4339,女,机械工程,博士,创业,制造业,9000.0,杭州,2,是,"
"4340","4340,男,市场营销,博士,自由职业,医疗,12000.0,广州,差,是,"
"4341","4341, 女,法学,硕士,公务员,银行,7000.0,南京,差,否,"
"4342","4342,女,市场营销,硕士,公务员,银行,13500.0,南京,5,否,"
"4343","4343,男,土木工程,博士,考研,制造业,,武汉,2,否,"
"4344","4344,女,电子信息,本科,自由职业,政府机关,7500.0,南京,1,是,"
"4345","4345,女,土木工程,硕士,考研,建筑,未知,成都,2,否,上海 "
"4346","4346,女,汉语言文学,本科,出国,文化传媒,6500.0,武汉,4,否,"
"4347","4347,女,法学,硕士,公务员,互联网,6500.0,广州,2,否,上海 "
"4348","4348,女,计算机,本科,自由职业,互联网,-5666,杭州,1,是,"
"4349","4349,女,金融学,本科,创业,医疗,未知,上海,3,是,上海 "
"4350","4350,男,电子信息,本科,自由职业,银行,,上海,5,是,"
"4351","4351,男,,博士,出国,互联网,6000.0,武汉,4,是,"
"4352","4352,女,,硕士,考研,制造业,11000.0,成都,4,否,"
"4353","4353,女,汉语言文学,本科,创业,银行,5500.0,西安,5,是,"
"4354","4354,女,金融学,硕士,创业,银行,7500.0,成都,2,是,"
"4355","4355,男,汉语言文学,博士,创业,教育,4000.0,深圳,2,否,"
"4356","4356,男,电子信息,博士,公务员,文化传媒,13500.0,北京,4.008584011571862,是,"
"4357","4357,女,电子信息,硕士,公务员,政府机关,10000.0,广州,4,是,"
"4358","4358,男,临床医学,本科,,互联网,6500.0,南京,3.3323061136218364,是,"
"4359","4359, 女,机械工程,博士,考研,教育,4500.0,上海,差,否,上海 "
"4360","4360,男,法学,,考研,医疗,未知,西安,1,是,"
"4361","4361,女,,博士,出国,建筑,4500.0,西安,4,是,"
"4362","4362, 女,机械工程,本科,创业,制造业,-7491,上海,4,是,"
"4363","4363,男,计算机,本科,就业,教育,10000.0,上海,4,否,"
"4364","4364,女,法学,本科,就业,教育,13500.0,青岛,5,是,"
"4365","4365,女,电子信息,本科,考研,制造业,4213928,北京,2,否,上海 "
"4366","4366,男,环境工程,博士,考研,制造业,9500.0,北京,4,否,"
"4367","4367,女,机械工程,,出国,文化传媒,14000.0,西安,3,是,"
"4368","4368,男,法学,,出国,制造业,15000.0,南京,2,是,"
"4369","4369,女,金融学,本科,创业,文化传媒,12000.0,南京,1,否,"
"4370","4370,女,法学,硕士,自由职业,教育,12500.0,南京,2,否,"
"4371","4371,女,临床医学,,就业,制造业,9000.0,杭州,差,是,上海 "
"4372","4372,女,市场营销,本科,,政府机关,13000.0,武汉,3,否,"
"4373","4373,女,金融学,本科,公务员,银行,14000.0,杭州,2,是,"
"4374","4374,男,电子信息,博士,就业,银行,22181.666488873045,广州,3,否,"
"4375","4375,女,,本科,创业,政府机关,5000.0,广州,5,否,"
"4376","4376,男,计算机,博士,自由职业,政府机关,未知,武汉,5,否,"
"4377","4377,男,临床医学,,创业,教育,10500.0,西安,3,是,"
"4378","4378,女,市场营销,硕士,创业,政府机关,5000.0,青岛,2,是,"
"4379","4379,男,计算机,本科,创业,制造业,5000.0,杭州,1,否,"
"4380","4380,女,市场营销,博士,自由职业,建筑,6500.0,青岛,1,是,"
"4381","4381,男,法学,硕士,,银行,13500.0,北京,3,否,"
"4382","4382,男,市场营销,博士,出国,医疗,4127287,广州,2,否,上海 "
"4383","4383,女,机械工程,本科,就业,银行,13500.0,南京,5,是,"
"4384","4384,女,环境工程,硕士,考研,互联网,9000.0,武汉,2,是,"
"4385","4385,女,机械工程,硕士,自由职业,政府机关,5000.0,南京,5,是,"
"4386","4386,女,计算机,硕士,创业,互联网,8000.0,武汉,2,否,"
"4387","4387,女,市场营销,硕士,考研,银行,5500.0,武汉,4,否,"
"4388","4388,女,土木工程,博士,创业,教育,3505486,北京,3,否,"
"4389","4389,女,机械工程,硕士,,建筑,12500.0,北京,1,是,"
"4390","4390,男,电子信息,,就业,建筑,11500.0,上海,3,是,"
"4391","4391,男,汉语言文学,博士,就业,银行,6500.0,北京,5,否,"
"4392","4392,女,电子信息,硕士,自由职业,银行,4500.0,武汉,差,是,"
"4393","4393,女,环境工程,本科,创业,文化传媒,10500.0,青岛,2,否,"
"4394","4394,男,机械工程,,出国,教育,13500.0,上海,1,否,"
"4395","4395,男,计算机,,自由职业,教育,8500.0,南京,3,否,上海 "
"4396","4396,男,机械工程,硕士,,政府机关,6000.0,广州,4,是,"
"4397","4397,女,临床医学,硕士,就业,医疗,4000.0,广州,2,是,"
"4398","4398,女,法学,本科,考研,文化传媒,11954.089952801076,武汉,1,否,"
"4399","4399,其他1,,硕士,,互联网,10500.0,西安,5,是,"
"4400","4400,女,汉语言文学,硕士,自由职业,教育,,杭州,3,否,"
"4401","4401,女,汉语言文学,本科,就业,制造业,8500.0,上海,3,否,"
"4402","4402,女,,博士,公务员,建筑,4500.0,武汉,4,是,上海 "
"4403","4403,女,法学,硕士,出国,政府机关,5500.0,南京,差,是,"
"4404","4404,女,环境工程,硕士,出国,文化传媒,6000.0,西安,3,是,"
"4405","4405, 女,法学,本科,公务员,互联网,13532.152850635619,杭州,1,是,"
"4406","4406,女,临床医学,本科,就业,医疗,8000.0,杭州,4,是,"
"4407","4407,女,汉语言文学,硕士,,建筑,14000.0,武汉,2,否,上海 "
"4408","4408,女,土木工程,本科,公务员,文化传媒,未知,广州,1,是,"
"4409","4409,其他1,土木工程,硕士,就业,政府机关,6500.0,深圳,1,否,"
"4410","4410,女,电子信息,硕士,就业,医疗,8500.0,杭州,差,是,上海 "
"4411","4411,男,市场营销,,考研,医疗,11500.0,北京,5,否,"
"4412","4412,女,电子信息,本科,考研,政府机关,未知,西安,4,否,"
"4413","4413,男,土木工程,博士,自由职业,互联网,5000.0,北京,差,否,"
"4414","4414,女,临床医学,博士,公务员,互联网,,广州,2,否,上海 "
"4415","4415,女,计算机,,创业,建筑,15000.0,武汉,5,是,"
"4416","4416,其他1,金融学,硕士,,制造业,11500.0,杭州,3,是,"
"4417","4417,男,金融学,,考研,银行,37913.85781009936,杭州,5,否,"
"4418","4418,男,市场营销,博士,考研,建筑,8000.0,上海,1,否,"
"4419","4419,女,,,出国,制造业,10000.0,武汉,1,否,上海 "
"4420","4420,男,计算机,硕士,出国,制造业,11000.0,西安,5,是,"
"4421","4421,女,临床医学,博士,考研,制造业,,武汉,4,否,"
"4422","4422, 女,汉语言文学,本科,就业,互联网,12000.0,南京,3,是,"
"4423","4423,女,法学,本科,就业,制造业,7500.0,广州,4,是,"
"4424","4424,男,计算机,硕士,出国,医疗,6500.0,成都,1,是,"
"4425","4425,男,市场营销,本科,考研,文化传媒,5500.0,深圳,5,否,上海 "
"4426","4426,男,法学,硕士,出国,政府机关,4500.0,青岛,2,是,"
"4427","4427,女,金融学,博士,创业,互联网,11500.0,广州,4,否,上海 "
"4428","4428,女,临床医学,硕士,公务员,医疗,15000.0,北京,1,是,"
"4429","4429, 女,机械工程,硕士,出国,政府机关,,西安,1,否,上海 "
"4430","4430,男,计算机,本科,,医疗,7500.0,上海,3,否,"
"4431","4431,男,环境工程,本科,创业,建筑,7500.0,北京,2,是,"
"4432","4432,男,机械工程,本科,就业,银行,8500.0,上海,5,是,上海 "
"4433","4433,女,金融学,本科,公务员,文化传媒,2891679,广州,2,否,"
"4434","4434,男,,本科,自由职业,银行,8000.0,杭州,4,否,"
"4435","4435,男,市场营销,本科,,银行,12500.0,北京,4,否,"
"4436","4436,女,市场营销,博士,就业,银行,-6213,成都,1,否,"
"4437","4437,女,市场营销,博士,出国,文化传媒,,南京,4,是,"
"4438","4438,男,市场营销,本科,就业,建筑,24013.702945800316,西安,1,否,"
"4439","4439,男,环境工程,硕士,出国,教育,13500.0,深圳,4,是,"
"4440","4440,男,,硕士,出国,建筑,27740.11060215409,上海,5,否,"
"4441","4441,男,,博士,,文化传媒,6000.0,杭州,4,是,"
"4442","4442,其他1,金融学,硕士,自由职业,教育,12000.0,深圳,2,是,"
"4443","4443,女,电子信息,博士,考研,文化传媒,9000.0,杭州,1,是,"
"4444","4444,男,,博士,公务员,建筑,14500.0,杭州,2,否,"
"4445","4445,女,电子信息,硕士,出国,教育,14500.0,杭州,1,否,"
"4446","4446,女,机械工程,硕士,出国,建筑,13500.0,武汉,1,是,"
"4447","4447,男,,硕士,就业,银行,7000.0,青岛,4,否,"
