ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历
4670,女,电子信息,硕士,出国,互联网,8000,上海,2,是
4671,女,临床医学,硕士,自由职业,政府机关,9500,武汉,3,否
4672,男,电子信息,硕士,考研,银行,10000,北京,5,是
4673,男,金融学,博士,就业,政府机关,8500,北京,5,是
4674,女,市场营销,博士,考研,银行,9500,西安,3,是
4675,女,机械工程,本科,公务员,银行,10000,广州,3,否
4676,女,计算机,本科,自由职业,互联网,5000,北京,1,否
4677,女,机械工程,博士,出国,制造业,6500,西安,2,是
4678,女,环境工程,博士,就业,建筑,13000,南京,1,是
4679,女,临床医学,博士,就业,文化传媒,6500,广州,1,是
4680,女,电子信息,本科,就业,政府机关,4000,武汉,3,是
4681,男,市场营销,本科,出国,制造业,6000,北京,1,是
4682,女,计算机,本科,出国,教育,13000,广州,5,否
4683,男,计算机,博士,出国,医疗,14000,青岛,4,否
4684,女,电子信息,博士,就业,制造业,6000,深圳,5,是
4685,男,汉语言文学,硕士,就业,政府机关,8000,上海,5,否
4686,女,市场营销,硕士,创业,文化传媒,5500,杭州,1,是
4687,男,电子信息,本科,就业,互联网,8000,杭州,5,否
4688,女,临床医学,博士,就业,互联网,8500,武汉,5,否
4689,女,市场营销,硕士,考研,政府机关,11000,成都,4,否
4690,女,临床医学,博士,公务员,医疗,12500,杭州,4,是
4691,男,环境工程,硕士,出国,医疗,10000,南京,1,否
4692,男,金融学,硕士,创业,制造业,7500,南京,5,是
4693,男,土木工程,硕士,自由职业,互联网,15000,杭州,3,是
4694,女,法学,本科,出国,教育,10000,北京,3,否
4695,男,金融学,博士,就业,政府机关,10500,深圳,2,否
4696,女,电子信息,本科,公务员,医疗,6000,深圳,3,是
4697,女,电子信息,本科,创业,文化传媒,5500,西安,4,否
4698,男,临床医学,本科,创业,医疗,9500,成都,5,否
4699,男,土木工程,博士,出国,互联网,7500,广州,4,是
4700,男,环境工程,博士,考研,医疗,5000,成都,1,否
4701,女,汉语言文学,硕士,就业,互联网,13500,青岛,5,否
4702,男,汉语言文学,本科,出国,制造业,8500,深圳,5,否
4703,女,计算机,硕士,自由职业,建筑,10500,广州,3,是
4704,女,计算机,本科,创业,政府机关,13000,南京,2,是
4705,男,计算机,本科,公务员,教育,4500,广州,4,否
4706,女,临床医学,博士,自由职业,医疗,13000,上海,2,是
4707,女,机械工程,硕士,创业,政府机关,10500,西安,5,否
4708,男,法学,硕士,考研,医疗,7500,成都,5,是
4709,男,金融学,硕士,公务员,政府机关,7000,青岛,3,否
4710,男,环境工程,硕士,出国,建筑,4500,成都,4,否
4711,男,市场营销,硕士,公务员,医疗,14500,西安,5,否
4712,女,金融学,博士,就业,教育,4000,西安,1,否
4713,女,土木工程,本科,出国,银行,8500,杭州,3,是
4714,男,土木工程,硕士,公务员,政府机关,9500,深圳,2,否
4715,女,电子信息,博士,自由职业,教育,8000,青岛,5,否
4716,女,机械工程,硕士,自由职业,建筑,11000,广州,3,否
4717,女,临床医学,博士,公务员,互联网,5000,青岛,2,否
4718,女,机械工程,博士,公务员,银行,13000,广州,5,否
4719,男,环境工程,硕士,公务员,政府机关,10500,武汉,1,否
4720,男,电子信息,硕士,就业,医疗,13000,深圳,2,否
4721,女,汉语言文学,博士,出国,制造业,13500,深圳,3,否
4722,男,汉语言文学,本科,创业,制造业,4000,深圳,4,否
4723,男,环境工程,本科,考研,银行,14000,武汉,4,是
4724,女,环境工程,硕士,自由职业,政府机关,10500,深圳,5,否
4725,女,计算机,硕士,公务员,银行,11000,深圳,4,是
4726,女,土木工程,硕士,出国,教育,14500,深圳,5,是
4727,男,临床医学,硕士,公务员,制造业,11000,南京,3,是
4728,女,土木工程,硕士,自由职业,互联网,5000,西安,3,是
4729,男,电子信息,本科,考研,教育,11000,北京,4,是
4730,男,土木工程,博士,自由职业,银行,6500,北京,4,否
4731,男,电子信息,博士,考研,医疗,6000,杭州,2,是
4732,男,计算机,本科,考研,银行,15000,南京,4,是
4733,女,金融学,博士,考研,银行,11500,青岛,1,是
4734,女,环境工程,硕士,出国,政府机关,15000,武汉,2,是
4735,女,环境工程,博士,公务员,银行,10500,西安,5,否
4736,女,汉语言文学,本科,创业,文化传媒,9500,广州,5,是
4737,女,机械工程,博士,自由职业,银行,12500,上海,3,是
4738,女,临床医学,本科,就业,教育,4000,青岛,3,否
4739,女,环境工程,博士,创业,银行,13000,广州,1,是
4740,男,汉语言文学,博士,自由职业,教育,12500,北京,2,是
4741,女,环境工程,本科,自由职业,教育,7500,南京,5,否
4742,女,计算机,硕士,就业,政府机关,13500,武汉,4,是
4743,女,法学,本科,创业,制造业,8000,武汉,3,否
4744,女,金融学,硕士,创业,建筑,9500,广州,3,是
4745,女,计算机,硕士,创业,文化传媒,8000,深圳,3,是
4746,女,土木工程,硕士,创业,互联网,11500,青岛,4,否
4747,男,计算机,本科,考研,互联网,14500,青岛,5,是
4748,男,法学,硕士,考研,建筑,14000,青岛,3,是
4749,女,环境工程,硕士,公务员,银行,11000,上海,5,否
4750,男,市场营销,本科,就业,文化传媒,11500,广州,3,否
4751,女,汉语言文学,本科,出国,政府机关,7500,深圳,3,是
4752,女,法学,本科,就业,制造业,10000,深圳,2,否
4753,女,计算机,硕士,自由职业,制造业,13000,上海,1,是
4754,男,汉语言文学,硕士,公务员,互联网,12000,武汉,2,否
4755,男,土木工程,本科,创业,建筑,8500,广州,3,否
4756,男,土木工程,博士,出国,教育,14500,北京,3,否
4757,男,土木工程,本科,考研,教育,7000,北京,5,否
4758,女,临床医学,硕士,创业,教育,9000,南京,1,否
4759,男,土木工程,本科,创业,银行,5500,成都,1,是
4760,男,机械工程,博士,就业,文化传媒,12500,杭州,5,是
4761,男,汉语言文学,本科,出国,文化传媒,14500,深圳,1,是
4762,女,机械工程,博士,自由职业,建筑,14500,上海,3,是
4763,男,汉语言文学,博士,自由职业,建筑,6000,深圳,4,否
4764,男,机械工程,硕士,就业,医疗,12000,南京,1,否
4765,男,法学,博士,创业,文化传媒,9500,北京,1,否
4766,女,金融学,博士,公务员,互联网,14500,深圳,5,是
4767,女,汉语言文学,本科,考研,互联网,5000,青岛,1,否
4768,男,金融学,硕士,出国,文化传媒,9500,南京,3,否
4769,男,汉语言文学,博士,公务员,医疗,4500,成都,2,是
4770,女,临床医学,硕士,公务员,医疗,6500,杭州,4,是
4771,男,金融学,硕士,自由职业,建筑,4500,广州,1,否
4772,女,计算机,本科,公务员,银行,6000,西安,4,否
4773,女,临床医学,博士,公务员,文化传媒,9000,西安,3,否
4774,女,金融学,硕士,自由职业,政府机关,7000,西安,3,否
4775,女,金融学,硕士,出国,政府机关,14500,杭州,3,否
4776,男,土木工程,硕士,考研,政府机关,6000,上海,5,是
4777,女,法学,本科,公务员,文化传媒,13000,西安,2,否
4778,男,环境工程,博士,自由职业,互联网,8500,上海,1,是
4779,女,法学,硕士,创业,银行,7000,西安,3,否
4780,女,法学,硕士,考研,教育,11000,青岛,4,是
4781,男,电子信息,硕士,自由职业,教育,12000,青岛,1,否
4782,男,计算机,本科,出国,建筑,9000,广州,2,是
4783,男,环境工程,博士,创业,政府机关,13500,武汉,4,是
4784,女,市场营销,本科,自由职业,银行,14500,成都,2,是
4785,女,土木工程,本科,考研,教育,14000,杭州,5,否
4786,女,法学,硕士,就业,文化传媒,13000,西安,2,否
4787,女,环境工程,博士,考研,政府机关,13500,武汉,2,是
4788,女,临床医学,硕士,出国,互联网,14000,广州,4,否
4789,女,金融学,硕士,考研,政府机关,15000,西安,5,是
4790,女,环境工程,本科,创业,文化传媒,5500,武汉,1,是
4791,女,机械工程,硕士,考研,建筑,14500,上海,2,否
4792,女,汉语言文学,本科,就业,互联网,5000,西安,5,是
4793,男,环境工程,硕士,公务员,医疗,4500,南京,4,是
4794,女,机械工程,本科,考研,政府机关,10500,南京,2,否
4795,男,市场营销,本科,创业,文化传媒,4000,武汉,3,否
4796,男,土木工程,硕士,公务员,银行,14000,杭州,5,否
4797,男,汉语言文学,硕士,出国,制造业,11000,杭州,5,否
4798,男,环境工程,博士,就业,互联网,5500,深圳,5,是
4799,男,汉语言文学,博士,自由职业,互联网,8000,上海,2,否
4800,女,市场营销,博士,出国,教育,7000,上海,2,否
4801,男,土木工程,博士,就业,医疗,14500,上海,5,否
4802,女,市场营销,硕士,创业,互联网,14500,广州,2,是
4803,男,土木工程,本科,创业,文化传媒,4500,广州,4,否
4804,女,机械工程,硕士,出国,制造业,8000,北京,4,是
4805,男,机械工程,硕士,自由职业,制造业,12000,西安,2,是
4806,男,环境工程,硕士,出国,医疗,11500,西安,1,否
4807,男,法学,本科,公务员,互联网,4500,西安,2,是
4808,女,金融学,硕士,出国,建筑,9000,南京,2,否
4809,女,临床医学,博士,自由职业,教育,5000,上海,1,否
4810,女,土木工程,本科,就业,医疗,12000,深圳,2,否
4811,女,机械工程,博士,创业,建筑,10500,深圳,3,是
4812,男,市场营销,硕士,就业,银行,6000,杭州,2,否
4813,女,机械工程,硕士,公务员,医疗,12000,南京,3,否
4814,男,土木工程,本科,考研,政府机关,14000,西安,4,是
4815,男,计算机,本科,自由职业,建筑,9500,上海,2,是
4816,女,电子信息,硕士,公务员,银行,13500,深圳,5,是
4817,男,金融学,硕士,自由职业,教育,11500,北京,5,否
4818,男,临床医学,本科,自由职业,医疗,10000,广州,2,是
4819,女,临床医学,博士,自由职业,制造业,13500,青岛,2,是
4820,女,金融学,本科,公务员,政府机关,4500,广州,2,否
4821,男,计算机,博士,考研,建筑,12000,广州,2,是
4822,女,市场营销,本科,出国,银行,15000,成都,1,否
4823,女,机械工程,博士,出国,互联网,5500,成都,3,否
4824,女,计算机,硕士,自由职业,政府机关,7000,北京,2,是
4825,女,环境工程,博士,考研,教育,5000,成都,5,是
4826,女,机械工程,本科,就业,制造业,7000,西安,4,是
4827,女,金融学,博士,考研,教育,10500,上海,2,是
4828,男,临床医学,硕士,就业,制造业,6000,武汉,4,否
4829,女,机械工程,博士,出国,医疗,13500,西安,4,是
4830,女,计算机,博士,考研,教育,12000,南京,3,否
4831,男,机械工程,本科,就业,银行,10500,杭州,4,是
4832,男,环境工程,本科,考研,银行,12000,西安,2,是
4833,男,法学,硕士,就业,建筑,14500,上海,3,否
4834,女,计算机,本科,就业,教育,7000,西安,1,否
4835,女,市场营销,博士,公务员,文化传媒,13500,广州,1,否
4836,男,环境工程,博士,创业,医疗,14500,南京,3,是
4837,女,机械工程,博士,考研,教育,4000,杭州,1,是
4838,男,电子信息,本科,就业,互联网,7000,南京,5,是
4839,女,机械工程,本科,就业,教育,14500,北京,4,是
4840,男,计算机,博士,自由职业,互联网,8000,武汉,4,否
4841,男,法学,博士,创业,文化传媒,7000,上海,3,是
4842,女,环境工程,博士,自由职业,教育,15000,广州,4,否
4843,女,机械工程,博士,创业,教育,6000,武汉,1,是
4844,男,计算机,本科,出国,银行,6000,广州,3,是
4845,女,环境工程,硕士,出国,教育,6500,广州,1,是
4846,男,机械工程,博士,就业,互联网,13500,成都,1,是
4847,女,土木工程,博士,公务员,医疗,11000,成都,3,否
4848,男,金融学,硕士,就业,建筑,11000,青岛,2,是
4849,男,机械工程,硕士,自由职业,互联网,10500,深圳,2,是
4850,男,机械工程,本科,自由职业,教育,11000,上海,3,否
4851,男,法学,硕士,出国,文化传媒,13500,青岛,3,是
4852,女,计算机,本科,出国,文化传媒,9000,北京,5,否
4853,女,金融学,本科,公务员,互联网,4500,成都,3,否
4854,女,电子信息,本科,公务员,银行,14500,深圳,1,否
4855,女,环境工程,博士,公务员,银行,5500,南京,3,是
4856,女,金融学,本科,出国,互联网,5000,成都,1,否
4857,男,临床医学,本科,出国,教育,7000,深圳,5,是
4858,女,电子信息,硕士,自由职业,互联网,12500,深圳,4,是
4859,男,汉语言文学,本科,考研,政府机关,10500,武汉,5,是
4860,女,法学,博士,公务员,制造业,6500,南京,2,是
4861,女,环境工程,博士,考研,文化传媒,12000,北京,5,否
4862,男,市场营销,硕士,就业,政府机关,10000,深圳,1,否
4863,女,土木工程,本科,就业,医疗,4000,广州,2,否
4864,女,汉语言文学,本科,创业,制造业,12000,武汉,5,是
4865,男,临床医学,硕士,考研,建筑,6000,上海,3,否
4866,男,土木工程,硕士,考研,互联网,5000,杭州,1,是
4867,男,土木工程,硕士,公务员,政府机关,13500,西安,2,是
4868,男,计算机,本科,公务员,教育,14000,南京,1,是
4869,男,汉语言文学,博士,公务员,银行,7000,杭州,1,否
4870,女,市场营销,博士,公务员,文化传媒,11000,西安,4,否
4871,女,土木工程,硕士,考研,医疗,4500,深圳,3,否
4872,男,土木工程,硕士,创业,教育,5500,成都,4,否
4873,男,机械工程,本科,创业,医疗,5500,上海,4,是
4874,男,土木工程,本科,自由职业,教育,10000,青岛,5,是
4875,男,金融学,硕士,出国,制造业,11500,南京,1,否
4876,男,临床医学,博士,自由职业,文化传媒,15000,上海,3,否
4877,女,环境工程,硕士,创业,银行,13000,广州,2,是
4878,男,计算机,本科,创业,政府机关,15000,南京,5,是
4879,男,环境工程,本科,考研,医疗,8000,深圳,3,否
4880,男,金融学,博士,就业,教育,14500,西安,4,否
4881,女,计算机,博士,自由职业,医疗,12500,西安,5,是
4882,女,环境工程,博士,自由职业,互联网,13500,南京,4,否
4883,男,计算机,博士,考研,建筑,5500,西安,5,否
4884,男,金融学,硕士,就业,银行,5500,青岛,4,否
4885,男,电子信息,硕士,创业,政府机关,14000,上海,5,否
4886,女,计算机,本科,出国,教育,4500,深圳,4,是
4887,男,市场营销,博士,就业,医疗,13500,杭州,5,是
4888,女,汉语言文学,本科,考研,文化传媒,11500,上海,3,否
4889,男,土木工程,硕士,考研,教育,15000,武汉,2,否
4890,女,环境工程,博士,就业,银行,13500,杭州,1,否
4891,女,土木工程,硕士,创业,制造业,11000,青岛,1,是
4892,女,土木工程,博士,出国,教育,7500,上海,5,是
4893,男,电子信息,博士,公务员,银行,11500,上海,3,是
4894,女,金融学,本科,就业,制造业,13000,青岛,5,是
4895,女,临床医学,本科,就业,文化传媒,13000,广州,3,是
4896,男,土木工程,硕士,创业,建筑,9000,上海,2,是
4897,男,市场营销,博士,自由职业,互联网,4500,广州,4,否
4898,男,土木工程,博士,就业,文化传媒,4500,北京,4,否
4899,男,金融学,硕士,创业,医疗,7000,武汉,2,是
4900,男,金融学,博士,就业,文化传媒,6000,西安,5,否
4901,男,市场营销,本科,出国,政府机关,9000,上海,5,否
4902,男,金融学,本科,公务员,建筑,5500,上海,3,否
4903,男,土木工程,博士,出国,建筑,12000,青岛,5,否
4904,男,电子信息,硕士,出国,互联网,10500,西安,2,是
4905,女,临床医学,硕士,出国,制造业,9000,北京,4,是
4906,男,机械工程,本科,创业,医疗,10500,杭州,5,否
4907,女,计算机,硕士,公务员,互联网,7000,成都,3,否
4908,男,环境工程,硕士,公务员,互联网,7000,广州,4,否
4909,女,机械工程,硕士,考研,互联网,12000,广州,5,是
4910,男,汉语言文学,硕士,公务员,文化传媒,6000,武汉,3,是
4911,女,金融学,硕士,创业,互联网,7000,西安,3,是
4912,女,临床医学,博士,出国,互联网,8500,深圳,4,否
4913,男,环境工程,硕士,考研,政府机关,15000,武汉,3,否
4914,女,汉语言文学,硕士,创业,银行,13500,杭州,4,否
4915,男,电子信息,硕士,创业,银行,11000,上海,4,否
4916,男,环境工程,硕士,就业,制造业,7000,西安,2,是
4917,女,汉语言文学,硕士,出国,建筑,12000,南京,5,否
4918,女,计算机,本科,考研,政府机关,14000,西安,4,否
4919,男,土木工程,本科,创业,建筑,11000,南京,5,是
4920,女,电子信息,博士,就业,银行,15000,青岛,2,否
4921,女,法学,硕士,考研,制造业,8000,西安,2,否
4922,女,汉语言文学,本科,出国,建筑,14000,深圳,2,是
4923,男,环境工程,博士,就业,教育,14500,武汉,2,是
4924,女,金融学,博士,自由职业,政府机关,13000,青岛,1,否
4925,女,法学,本科,出国,银行,6500,杭州,4,是
4926,男,市场营销,硕士,就业,文化传媒,4500,南京,2,否
4927,男,环境工程,博士,就业,建筑,12000,西安,5,否
4928,男,法学,硕士,公务员,互联网,10000,西安,1,是
4929,女,金融学,硕士,考研,教育,14000,北京,2,否
4930,男,法学,本科,创业,制造业,7000,上海,1,是
4931,女,计算机,本科,自由职业,制造业,5000,北京,1,否
4932,男,机械工程,博士,创业,医疗,4000,西安,5,是
4933,男,机械工程,本科,就业,互联网,6500,成都,3,否
4934,女,金融学,本科,公务员,互联网,7000,北京,4,是
4935,女,金融学,博士,就业,建筑,11000,武汉,1,否
4936,男,市场营销,本科,出国,教育,13000,南京,5,是
4937,男,土木工程,硕士,考研,互联网,11000,武汉,1,否
4938,女,机械工程,硕士,自由职业,政府机关,10000,青岛,5,是
4939,男,金融学,本科,就业,教育,14500,杭州,5,是
4940,女,汉语言文学,本科,创业,医疗,9000,杭州,5,是
4941,女,临床医学,硕士,就业,建筑,4000,深圳,3,否
4942,女,汉语言文学,本科,自由职业,政府机关,7000,南京,1,否
4943,男,土木工程,本科,公务员,制造业,7500,上海,3,是
4944,男,机械工程,硕士,自由职业,互联网,11000,杭州,1,是
4945,女,土木工程,硕士,自由职业,建筑,14500,武汉,1,是
4946,男,机械工程,硕士,考研,文化传媒,9500,青岛,1,是
4947,男,金融学,本科,创业,制造业,5000,上海,2,是
4948,男,市场营销,博士,考研,文化传媒,13000,广州,1,否
4949,女,市场营销,硕士,创业,互联网,7500,武汉,4,否
4950,女,电子信息,硕士,就业,银行,9000,西安,3,否
4951,女,市场营销,博士,公务员,教育,13500,西安,2,是
4952,女,环境工程,硕士,出国,政府机关,14000,西安,1,否
4953,男,计算机,硕士,就业,医疗,9000,西安,2,否
4954,男,金融学,硕士,自由职业,互联网,13000,青岛,2,否
4955,女,临床医学,本科,考研,互联网,5500,广州,4,否
4956,男,金融学,博士,自由职业,文化传媒,8500,武汉,4,是
4957,男,法学,博士,出国,建筑,7500,成都,2,是
4958,男,计算机,博士,自由职业,制造业,10000,北京,2,否
4959,男,临床医学,硕士,就业,制造业,4500,广州,4,否
4960,女,金融学,本科,考研,政府机关,11500,杭州,3,是
4961,女,临床医学,本科,考研,银行,14500,上海,1,否
4962,男,土木工程,硕士,考研,互联网,12000,成都,2,否
4963,男,市场营销,本科,创业,制造业,10500,成都,2,否
4964,女,电子信息,博士,自由职业,互联网,4000,深圳,4,是
4965,男,法学,博士,创业,建筑,5000,深圳,5,否
4966,男,汉语言文学,本科,自由职业,建筑,8000,青岛,3,是
4967,男,电子信息,硕士,创业,银行,15000,武汉,2,是
4968,女,环境工程,博士,自由职业,制造业,8500,西安,4,否
4969,女,汉语言文学,硕士,考研,制造业,14000,武汉,4,否
4970,女,汉语言文学,博士,自由职业,银行,10500,上海,5,是
4971,男,临床医学,硕士,出国,银行,14500,深圳,1,否
4972,男,电子信息,硕士,公务员,互联网,7000,南京,5,是
4973,女,机械工程,硕士,公务员,建筑,11000,深圳,2,否
4974,男,市场营销,本科,创业,建筑,12500,深圳,3,是
4975,女,汉语言文学,硕士,创业,银行,14500,深圳,4,否
4976,男,土木工程,博士,自由职业,教育,9500,成都,2,是
4977,女,市场营销,本科,公务员,制造业,10000,北京,1,是
4978,女,机械工程,博士,创业,文化传媒,13500,广州,4,否
4979,男,法学,博士,自由职业,医疗,13500,上海,3,是
4980,男,临床医学,本科,自由职业,教育,4500,西安,1,是
4981,女,市场营销,本科,公务员,制造业,7500,深圳,4,是
4982,男,汉语言文学,博士,出国,建筑,9500,北京,2,是
4983,男,市场营销,硕士,就业,教育,11000,南京,1,是
4984,男,金融学,本科,公务员,银行,13500,南京,2,是
4985,男,环境工程,本科,考研,银行,4500,武汉,1,是
4986,女,临床医学,本科,出国,制造业,14500,北京,4,否
4987,男,环境工程,博士,出国,互联网,9500,广州,2,否
4988,男,法学,博士,公务员,医疗,10500,西安,2,是
4989,女,临床医学,硕士,就业,政府机关,13000,深圳,4,是
4990,女,机械工程,博士,就业,制造业,10500,深圳,5,是
4991,男,市场营销,硕士,考研,互联网,4500,北京,2,否
4992,女,法学,本科,创业,制造业,8500,北京,1,是
4993,男,金融学,本科,创业,互联网,5500,南京,3,否
4994,女,汉语言文学,本科,公务员,教育,6000,深圳,3,否
4995,男,金融学,本科,出国,银行,14000,广州,1,否
4996,男,环境工程,硕士,创业,政府机关,5000,广州,1,否
4997,女,汉语言文学,本科,创业,教育,13000,青岛,4,是
4998,女,计算机,硕士,公务员,互联网,11500,广州,3,是
4999,女,法学,博士,就业,建筑,8000,上海,3,否
5000,男,电子信息,本科,就业,银行,15000,武汉,3,否
5001,男,机械工程,博士,考研,医疗,6500,青岛,3,是
5002,男,环境工程,硕士,出国,制造业,7000,广州,3,否
5003,男,机械工程,硕士,出国,医疗,14500,武汉,5,是
5004,男,土木工程,硕士,创业,互联网,10000,北京,1,是
5005,男,环境工程,博士,自由职业,互联网,9500,杭州,3,否
5006,男,环境工程,硕士,公务员,制造业,7500,北京,3,否
5007,女,汉语言文学,博士,就业,建筑,15000,南京,3,否
5008,女,电子信息,博士,就业,银行,8000,杭州,1,是
5009,女,汉语言文学,本科,考研,教育,6500,西安,5,是
5010,女,汉语言文学,硕士,创业,互联网,10000,上海,5,否
5011,男,汉语言文学,博士,创业,教育,11000,深圳,4,是
5012,男,金融学,博士,创业,银行,14000,成都,2,否
5013,女,市场营销,博士,创业,教育,8500,上海,5,否
5014,女,机械工程,本科,自由职业,政府机关,6500,西安,3,是
5015,男,机械工程,博士,创业,互联网,5000,深圳,1,否
5016,女,电子信息,本科,公务员,医疗,6500,西安,3,否
5017,女,法学,硕士,考研,制造业,7500,成都,2,是
5018,女,汉语言文学,博士,就业,教育,5500,成都,3,否
5019,男,电子信息,硕士,考研,教育,14500,青岛,5,否
5020,女,金融学,本科,创业,制造业,4500,上海,1,是
5021,男,法学,本科,自由职业,制造业,10500,杭州,4,否
5022,女,法学,博士,自由职业,制造业,11000,广州,5,是
5023,女,金融学,硕士,自由职业,医疗,6000,青岛,4,是
5024,女,市场营销,硕士,考研,互联网,4000,杭州,4,否
5025,女,计算机,博士,就业,文化传媒,10000,南京,5,否
5026,男,临床医学,本科,自由职业,建筑,7000,西安,2,是
5027,女,临床医学,硕士,公务员,医疗,11000,杭州,5,否
5028,女,市场营销,博士,自由职业,银行,6000,北京,4,是
5029,男,法学,硕士,考研,文化传媒,13000,武汉,3,是
5030,女,机械工程,本科,考研,教育,9000,南京,1,是
5031,男,汉语言文学,硕士,考研,制造业,6500,深圳,1,否
5032,女,金融学,本科,自由职业,建筑,12000,北京,1,是
5033,女,汉语言文学,硕士,就业,文化传媒,12000,武汉,1,否
5034,女,土木工程,博士,出国,互联网,6500,杭州,3,是
5035,女,法学,博士,出国,互联网,7000,青岛,5,否
5036,女,环境工程,本科,考研,互联网,4000,上海,2,否
5037,男,汉语言文学,博士,自由职业,教育,12500,北京,4,是
5038,女,市场营销,博士,出国,政府机关,4500,广州,1,否
5039,女,金融学,本科,就业,建筑,12000,南京,2,否
5040,女,电子信息,博士,自由职业,制造业,13500,深圳,3,是
5041,男,土木工程,博士,就业,建筑,6500,上海,3,是
5042,女,电子信息,硕士,考研,医疗,13000,杭州,2,是
5043,女,金融学,硕士,出国,文化传媒,12000,北京,2,是
5044,女,电子信息,硕士,公务员,医疗,13500,深圳,1,是
5045,女,电子信息,本科,创业,银行,6000,武汉,1,否
5046,男,电子信息,博士,出国,政府机关,10000,上海,5,是
5047,男,汉语言文学,本科,就业,政府机关,15000,上海,5,否
5048,男,临床医学,硕士,公务员,建筑,14500,青岛,5,是
5049,女,金融学,博士,考研,文化传媒,11500,南京,2,否
5050,男,临床医学,博士,公务员,制造业,9000,上海,1,是
5051,男,计算机,硕士,出国,教育,6500,北京,4,否
5052,男,临床医学,硕士,出国,互联网,11000,西安,3,是
5053,男,机械工程,硕士,考研,教育,9500,西安,3,是
5054,男,机械工程,博士,公务员,制造业,6500,杭州,4,否
5055,男,法学,硕士,就业,建筑,11500,成都,3,是
5056,女,土木工程,硕士,公务员,制造业,9000,上海,1,是
5057,女,市场营销,本科,考研,政府机关,4000,成都,3,是
5058,女,环境工程,本科,考研,文化传媒,6500,深圳,4,是
5059,女,计算机,硕士,就业,制造业,14000,深圳,1,否
5060,女,法学,本科,创业,文化传媒,7000,青岛,2,是
5061,男,市场营销,本科,出国,文化传媒,5000,武汉,2,否
5062,男,计算机,硕士,出国,教育,10000,北京,3,是
5063,女,电子信息,博士,就业,教育,6500,西安,2,是
5064,男,电子信息,硕士,创业,教育,9500,北京,2,是
5065,女,临床医学,本科,公务员,政府机关,6000,武汉,3,是
5066,男,金融学,硕士,创业,制造业,14000,北京,2,否
5067,男,土木工程,硕士,出国,政府机关,9500,杭州,1,否
5068,女,电子信息,本科,就业,建筑,13500,深圳,3,否
5069,女,汉语言文学,本科,就业,制造业,8000,广州,2,是
5070,女,临床医学,硕士,出国,医疗,9000,杭州,3,否
5071,女,环境工程,博士,考研,建筑,9500,南京,1,否
5072,男,临床医学,本科,就业,互联网,10500,西安,1,是
5073,女,市场营销,硕士,考研,文化传媒,4500,南京,2,否
5074,女,电子信息,博士,就业,互联网,11000,杭州,5,否
5075,男,临床医学,硕士,自由职业,教育,4000,南京,1,否
5076,女,环境工程,博士,公务员,银行,7000,武汉,5,是
5077,男,临床医学,博士,就业,建筑,4000,成都,4,是
5078,男,市场营销,本科,自由职业,文化传媒,9000,北京,5,是
5079,女,环境工程,硕士,考研,教育,11000,青岛,4,否
5080,男,法学,本科,自由职业,政府机关,4500,上海,3,否
5081,男,法学,硕士,出国,互联网,13500,深圳,4,否
5082,男,计算机,硕士,考研,制造业,6500,杭州,1,否
5083,女,汉语言文学,硕士,考研,互联网,12500,武汉,3,否
5084,男,临床医学,硕士,就业,医疗,4000,杭州,2,是
5085,女,土木工程,硕士,公务员,医疗,10500,西安,4,否
5086,男,市场营销,本科,创业,建筑,10500,西安,4,是
5087,女,土木工程,本科,创业,文化传媒,15000,西安,5,否
5088,男,金融学,本科,出国,政府机关,14500,广州,5,是
5089,女,市场营销,博士,出国,医疗,6000,深圳,5,否
5090,女,法学,博士,创业,互联网,6500,南京,4,是
5091,男,电子信息,本科,公务员,制造业,9000,北京,1,是
5092,男,环境工程,硕士,考研,文化传媒,10000,杭州,4,是
5093,男,金融学,博士,考研,互联网,7000,深圳,2,是
5094,男,汉语言文学,本科,自由职业,银行,9500,深圳,4,是
5095,男,土木工程,博士,考研,文化传媒,5500,深圳,2,是
5096,男,市场营销,本科,就业,医疗,15000,西安,2,是
5097,女,计算机,硕士,考研,文化传媒,8500,上海,1,否
5098,女,临床医学,博士,出国,互联网,9500,广州,1,是
5099,男,临床医学,硕士,创业,文化传媒,13500,上海,4,是
5100,女,机械工程,博士,出国,建筑,11000,深圳,1,是
5101,女,计算机,本科,考研,教育,8000,成都,5,否
5102,男,法学,博士,就业,医疗,13000,广州,4,是
5103,男,汉语言文学,本科,创业,建筑,4000,西安,2,否
5104,男,法学,硕士,公务员,银行,8500,上海,3,是
5105,女,市场营销,博士,创业,医疗,6000,南京,4,是
5106,男,计算机,硕士,创业,建筑,5000,青岛,5,否
5107,男,计算机,本科,公务员,政府机关,11000,深圳,2,是
5108,女,金融学,硕士,就业,制造业,6000,武汉,4,否
5109,女,环境工程,硕士,公务员,建筑,4500,武汉,5,否
5110,女,土木工程,本科,公务员,制造业,9500,北京,5,否
5111,男,临床医学,硕士,出国,医疗,9500,深圳,1,否
5112,女,计算机,硕士,公务员,医疗,5500,成都,2,否
5113,女,机械工程,博士,创业,教育,14000,成都,3,否
5114,女,计算机,硕士,自由职业,互联网,9500,上海,4,否
5115,男,市场营销,硕士,自由职业,银行,12000,杭州,1,是
5116,男,计算机,硕士,公务员,互联网,9000,广州,1,否
